5.290000000000000000e+02,1.157206766706098802e+06
5.300000000000000000e+02,1.150580757290502312e+06
5.310000000000000000e+02,1.143964049002653221e+06
5.320000000000000000e+02,1.137356812264034757e+06
5.330000000000000000e+02,1.130759221160837449e+06
5.340000000000000000e+02,1.124171453601191053e+06
5.350000000000000000e+02,1.117593691294409335e+06
5.360000000000000000e+02,1.111026119987737155e+06
5.370000000000000000e+02,1.104468929492925061e+06
5.380000000000000000e+02,1.097922313780592289e+06
5.390000000000000000e+02,1.091386471128707984e+06
5.400000000000000000e+02,1.084861604159342591e+06
5.410000000000000000e+02,1.078347920108371880e+06
5.420000000000000000e+02,1.071845630711128470e+06
5.430000000000000000e+02,1.065354952551265247e+06
5.440000000000000000e+02,1.058876107036804548e+06
5.450000000000000000e+02,1.052409320535696577e+06
5.460000000000000000e+02,1.045954824629754294e+06
5.470000000000000000e+02,1.039512855997334351e+06
5.480000000000000000e+02,1.033083656880881987e+06
5.490000000000000000e+02,1.026667474925598130e+06
5.500000000000000000e+02,1.020264563477737247e+06
5.510000000000000000e+02,1.013875181761660846e+06
5.520000000000000000e+02,1.007499594875932089e+06
5.530000000000000000e+02,1.001138074081289698e+06
5.540000000000000000e+02,9.947908969480772503e+05
5.550000000000000000e+02,9.884583474370199256e+05
5.560000000000000000e+02,9.821407161163601559e+05
5.570000000000000000e+02,9.758383003730387427e+05
5.580000000000000000e+02,9.695514045259490376e+05
5.590000000000000000e+02,9.632803400456537493e+05
5.600000000000000000e+02,9.570254256467733067e+05
5.610000000000000000e+02,9.507869876666272758e+05
5.620000000000000000e+02,9.445653599764901446e+05
5.630000000000000000e+02,9.383608845082606422e+05
5.640000000000000000e+02,9.321739111757684732e+05
5.650000000000000000e+02,9.260047982003933284e+05
5.660000000000000000e+02,9.198539123702151701e+05
5.670000000000000000e+02,9.137216291263621533e+05
5.680000000000000000e+02,9.076083328912470024e+05
5.690000000000000000e+02,9.015144172425747383e+05
5.700000000000000000e+02,8.954402851621774025e+05
5.710000000000000000e+02,8.893863492199096363e+05
5.720000000000000000e+02,8.833530319088530960e+05
5.730000000000000000e+02,8.773407657897878671e+05
5.740000000000000000e+02,8.713499937770350371e+05
5.750000000000000000e+02,8.653811694271682063e+05
5.760000000000000000e+02,8.594347570885736495e+05
5.770000000000000000e+02,8.535112322943778709e+05
5.780000000000000000e+02,8.476110819204244763e+05
5.790000000000000000e+02,8.417348044898870867e+05
5.800000000000000000e+02,8.358829104625021573e+05
5.810000000000000000e+02,8.300559224886159645e+05
5.820000000000000000e+02,8.242543756579702022e+05
5.830000000000000000e+02,8.184788178350678645e+05
5.840000000000000000e+02,8.127298099119678373e+05
5.850000000000000000e+02,8.070079260834312299e+05
5.860000000000000000e+02,8.013137541044447571e+05
5.870000000000000000e+02,7.956478956773312530e+05
5.880000000000000000e+02,7.900109666557338787e+05
5.890000000000000000e+02,7.844035973324525403e+05
5.900000000000000000e+02,7.788264327615353977e+05
5.910000000000000000e+02,7.732801329904368613e+05
5.920000000000000000e+02,7.677653734315782785e+05
5.930000000000000000e+02,7.622828450633807806e+05
5.940000000000000000e+02,7.568332547160323011e+05
5.950000000000000000e+02,7.514173253793586046e+05
5.960000000000000000e+02,7.460357964599969564e+05
5.970000000000000000e+02,7.406894240331957117e+05
5.980000000000000000e+02,7.353789810777114471e+05
5.990000000000000000e+02,7.301052577449657256e+05
6.000000000000000000e+02,7.248690615830078023e+05
6.010000000000000000e+02,7.196712177489660680e+05
6.020000000000000000e+02,7.145125692414124496e+05
6.030000000000000000e+02,7.093939770590172848e+05
6.040000000000000000e+02,7.043163204252568539e+05
6.050000000000000000e+02,6.992804968712618575e+05
6.060000000000000000e+02,6.942874224292092258e+05
6.070000000000000000e+02,6.893380317051113816e+05
6.080000000000000000e+02,6.844332780693320092e+05
6.090000000000000000e+02,6.795741335209914250e+05
6.100000000000000000e+02,6.747615889537599869e+05
6.110000000000000000e+02,6.699966539525032276e+05
6.120000000000000000e+02,6.652803568740737392e+05
6.130000000000000000e+02,6.606137447645647917e+05
6.140000000000000000e+02,6.559978831644253805e+05
6.150000000000000000e+02,6.514338561059001368e+05
6.160000000000000000e+02,6.469227656834087102e+05
6.170000000000000000e+02,6.424657320480757626e+05
6.180000000000000000e+02,6.380638929356615990e+05
6.190000000000000000e+02,6.337184033709238283e+05
6.200000000000000000e+02,6.294304352264801273e+05
6.210000000000000000e+02,6.252011767221156042e+05
6.220000000000000000e+02,6.210318319714219542e+05
6.230000000000000000e+02,6.169236202262550360e+05
6.240000000000000000e+02,6.128777753030207241e+05
6.250000000000000000e+02,6.088955447876264807e+05
6.260000000000000000e+02,6.049781891769927461e+05
6.270000000000000000e+02,6.011269809553112136e+05
6.280000000000000000e+02,5.973432036525987787e+05
6.290000000000000000e+02,5.936281506724477513e+05
6.300000000000000000e+02,5.899831241837231210e+05
6.310000000000000000e+02,5.864094338270744774e+05
6.320000000000000000e+02,5.829083953660242260e+05
6.330000000000000000e+02,5.794813292364689987e+05
6.340000000000000000e+02,5.761295590240985621e+05
6.350000000000000000e+02,5.728544098278023303e+05
6.360000000000000000e+02,5.696572065068290103e+05
6.370000000000000000e+02,5.665392719088074518e+05
6.380000000000000000e+02,5.635019249607278034e+05
6.390000000000000000e+02,5.605464786544996314e+05
6.400000000000000000e+02,5.576742379884610418e+05
6.410000000000000000e+02,5.548864978216069285e+05
6.420000000000000000e+02,5.521845406339329202e+05
6.430000000000000000e+02,5.495696342093372950e+05
6.440000000000000000e+02,5.470430293163566384e+05
6.450000000000000000e+02,5.446059572317095008e+05
6.460000000000000000e+02,5.422596272978661582e+05
6.470000000000000000e+02,5.400052244049871806e+05
6.480000000000000000e+02,5.378439064656151459e+05
6.490000000000000000e+02,5.357768017963111633e+05
6.500000000000000000e+02,5.338050065914635779e+05
6.510000000000000000e+02,5.319295823132039513e+05
6.520000000000000000e+02,5.301515531467136461e+05
6.530000000000000000e+02,5.284719034593031975e+05
6.540000000000000000e+02,5.268915752895609476e+05
6.550000000000000000e+02,5.254114658960903762e+05
6.560000000000000000e+02,5.240324254036181374e+05
6.570000000000000000e+02,5.227552544627522002e+05
6.580000000000000000e+02,5.215807020592947374e+05
6.590000000000000000e+02,5.205094634052115725e+05
6.600000000000000000e+02,5.195421779516483657e+05
6.610000000000000000e+02,5.186794275416461169e+05
6.620000000000000000e+02,5.179217346916986280e+05
6.630000000000000000e+02,5.172695610471131513e+05
6.640000000000000000e+02,5.167233059942524997e+05
6.650000000000000000e+02,5.162833054435453378e+05
6.660000000000000000e+02,5.159498308085380122e+05
6.670000000000000000e+02,5.157230881719638710e+05
6.680000000000000000e+02,5.156032176437690505e+05
6.690000000000000000e+02,5.155902929296446964e+05
6.700000000000000000e+02,5.156843210998743889e+05
6.710000000000000000e+02,5.158852425647092750e+05
6.720000000000000000e+02,5.161929312640241696e+05
6.730000000000000000e+02,5.166071950465069385e+05
6.740000000000000000e+02,5.171277762750969268e+05
6.750000000000000000e+02,5.177543526132937404e+05
6.760000000000000000e+02,5.184865380034865811e+05
6.770000000000000000e+02,5.193238838522433070e+05
6.780000000000000000e+02,5.202658803550123703e+05
6.790000000000000000e+02,5.213119580411798088e+05
6.800000000000000000e+02,5.224614894320953754e+05
6.810000000000000000e+02,5.237137908694697544e+05
6.820000000000000000e+02,5.250681244639659999e+05
6.830000000000000000e+02,5.265237001876097638e+05
6.840000000000000000e+02,5.280796780570159899e+05
6.850000000000000000e+02,5.297351704119811766e+05
6.860000000000000000e+02,5.314892442933147540e+05
6.870000000000000000e+02,5.333409238600791432e+05
6.880000000000000000e+02,5.352891929142564768e+05
6.890000000000000000e+02,5.373329973810272058e+05
6.900000000000000000e+02,5.394712479358944111e+05
6.910000000000000000e+02,5.417028225115195382e+05
6.920000000000000000e+02,5.440265689100034069e+05
6.930000000000000000e+02,5.464413073988951510e+05
6.940000000000000000e+02,5.489458331905972445e+05
6.950000000000000000e+02,5.515389190491492627e+05
6.960000000000000000e+02,5.542193177111363038e+05
6.970000000000000000e+02,5.569857643501341809e+05
6.980000000000000000e+02,5.598369789323913865e+05
6.990000000000000000e+02,5.627716685607518302e+05
7.000000000000000000e+02,5.657885297128498787e+05
7.010000000000000000e+02,5.688862503772648051e+05
7.020000000000000000e+02,5.720635122168924427e+05
7.030000000000000000e+02,5.753189924956965260e+05
7.040000000000000000e+02,5.786513660745486850e+05
7.050000000000000000e+02,5.820593072031916818e+05
7.060000000000000000e+02,5.855414912852435373e+05
7.070000000000000000e+02,5.890965964890189935e+05
7.080000000000000000e+02,5.927233053641872248e+05
7.090000000000000000e+02,5.964203062495000195e+05
7.100000000000000000e+02,6.001862947138043819e+05
7.110000000000000000e+02,6.040199747794728028e+05
7.120000000000000000e+02,6.079200601468242239e+05
7.130000000000000000e+02,6.118852753015485359e+05
7.140000000000000000e+02,6.159143564956912305e+05
7.150000000000000000e+02,6.200060527915809071e+05
7.160000000000000000e+02,6.241591267580017447e+05
7.170000000000000000e+02,6.283723554033545079e+05
7.180000000000000000e+02,6.326445307558686472e+05
7.190000000000000000e+02,6.369744605841778684e+05
7.200000000000000000e+02,6.413609689395782771e+05
7.210000000000000000e+02,6.458028965936966706e+05
7.220000000000000000e+02,6.502991015658256365e+05
7.230000000000000000e+02,6.548484593711772468e+05
7.240000000000000000e+02,6.594498634785637259e+05
7.250000000000000000e+02,6.641022254933740478e+05
7.260000000000000000e+02,6.688044753706709016e+05
7.270000000000000000e+02,6.735555616048452212e+05
