num_bellpairs,cnot_err_prob,meas_err_prob,coherence_time,fidelity_mean,fidelity_std,fidelity_analytical
10000,0.0,0.1,0,0.8132127666666666,0.008642901436760442,0.81
10000,0.025,0.1,0,0.7940810333333331,0.009489889646296684,0.7950666666666667
10000,0.05,0.0,0,0.9612645666666665,0.0041731961666755515,0.96
10000,0.05,0.025,0,0.9140313666666666,0.004882105539507409,0.9132583333333334
10000,0.05,0.05,0,0.8687246666666666,0.006381341078139882,0.8676999999999998
10000,0.05,0.075,0,0.8218235666666668,0.008182426366644279,0.8233250000000002
10000,0.05,0.1,0,0.7789368000000001,0.009232236700460687,0.7801333333333332
10000,0.05,0.125,0,0.7400802333333335,0.009759951412731976,0.738125
10000,0.05,0.15,0,0.6986659,0.009864306008196084,0.6972999999999998
10000,0.05,0.175,0,0.6594969666666667,0.009814770819138991,0.6576583333333332
10000,0.05,0.2,0,0.6199429666666666,0.010688156543524658,0.6192000000000001
10000,0.05,0.225,0,0.5832097,0.010807740091095204,0.581925
10000,0.05,0.25,0,0.5474222,0.010036236570215625,0.5458333333333333
10000,0.05,0.275,0,0.5118804,0.010412024736172441,0.510925
10000,0.05,0.3,0,0.4781308333333333,0.012442790290186348,0.4771999999999999
10000,0.05,0.325,0,0.44704313333333334,0.01243150106445539,0.4446583333333334
10000,0.05,0.35,0,0.41546810000000006,0.012032391029633306,0.4133
10000,0.05,0.375,0,0.38553923333333334,0.011583590495994276,0.383125
10000,0.05,0.4,0,0.3557601666666667,0.011744417181745929,0.3541333333333333
10000,0.05,0.425,0,0.3261360333333333,0.012142800540466582,0.326325
10000,0.05,0.45,0,0.29907813333333333,0.010880114560467127,0.2997
10000,0.05,0.475,0,0.27323013333333335,0.009585207021702182,0.2742583333333333
10000,0.05,0.5,0,0.24814666666666663,0.011052143093335135,0.24999999999999997
10000,0.05,0.525,0,0.225033,0.011478389132045777,0.22692499999999996
10000,0.05,0.55,0,0.20291399999999998,0.010788320864094958,0.2050333333333333
10000,0.05,0.575,0,0.18271123333333336,0.009665487474112324,0.18432500000000002
10000,0.05,0.6,0,0.1609566333333333,0.009681381779764476,0.1648
10000,0.05,0.625,0,0.14129650000000002,0.009665847294296898,0.14645833333333333
10000,0.05,0.65,0,0.1259234333333333,0.009783962536325566,0.12929999999999997
10000,0.05,0.675,0,0.11029507000000001,0.009971629978331863,0.11332499999999995
10000,0.05,0.7,0,0.09528432333333334,0.010349017543537916,0.09853333333333336
10000,0.05,0.725,0,0.08126507333333333,0.012032079126788059,0.08492500000000001
10000,0.05,0.75,0,0.06891584333333335,0.012082171265868934,0.07250000000000001
10000,0.05,0.775,0,0.05705819666666667,0.012080663236331668,0.061258333333333324
10000,0.05,0.8,0,0.04714743666666666,0.011278532520338018,0.05119999999999998
10000,0.05,0.825,0,0.038481693333333324,0.010733632333524793,0.042325000000000015
10000,0.05,0.85,0,0.03182106,0.010197708846455007,0.034633333333333335
10000,0.05,0.875,0,0.02495579333333333,0.01005989743957473,0.028125
10000,0.05,0.9,0,0.021175730333333333,0.009109545024889913,0.022799999999999994
10000,0.05,0.925,0,0.018140154999999998,0.008716495845105322,0.018658333333333325
10000,0.05,0.95,0,0.015443925233333334,0.008727265171474066,0.015700000000000006
10000,0.05,0.975,0,0.013725167033333334,0.007459068424074767,0.013925000000000002
